airline,source,destination,route,total_stops,price,duration_minutes,dep_hours,departure_bucket,month,day_type,route_segment,price_per_hour,rev_opportunity_score
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12373,1145,17,Evening,5,Weekend,Optimization Route,648.3668122270742,10.806113537117904
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14571,570,14,Afternoon,6,Weekday,Optimization Route,1533.7894736842106,25.563157894736843
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,520,19,Evening,6,Weekday,Optimization Route,1184.076923076923,19.734615384615385
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10577,1325,20,Evening,6,Weekend,Optimization Route,478.9584905660377,7.982641509433963
Vistara,Mumbai,Hyderabad,Mumbai → Hyderabad,1,12395,1560,20,Evening,3,Weekday,Optimization Route,476.7307692307692,7.94551282051282
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3841,155,6,Morning,4,Weekend,Optimization Route,1486.8387096774193,24.780645161290323
Air Asia,Delhi,Cochin,Delhi → Cochin,1,8759,470,7,Morning,6,Weekday,Optimization Route,1118.1702127659576,18.636170212765958
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7738,645,4,Night,3,Weekday,Optimization Route,719.8139534883721,11.996899224806201
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7503,630,15,Afternoon,5,Weekend,Optimization Route,714.5714285714286,11.90952380952381
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5883,845,11,Morning,6,Weekday,Optimization Route,417.7278106508876,6.962130177514793
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,12692,800,20,Evening,6,Weekday,Optimization Route,951.9,15.865
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4823,170,8,Morning,4,Weekday,Optimization Route,1702.235294117647,28.370588235294118
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2017,90,5,Morning,5,Weekday,Optimization Route,1344.6666666666667,22.41111111111111
Air India,Delhi,Cochin,Delhi → Cochin,2,8603,1180,12,Afternoon,6,Weekday,Optimization Route,437.4406779661017,7.290677966101695
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,5769,175,11,Morning,6,Weekday,Optimization Route,1977.942857142857,32.965714285714284
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,12681,1400,18,Evening,4,Weekday,Optimization Route,543.4714285714285,9.057857142857143
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,3625,160,5,Morning,6,Weekday,Optimization Route,1359.375,22.65625
IndiGo,Delhi,Cochin,Delhi → Cochin,1,8854,975,9,Morning,5,Weekday,Optimization Route,544.8615384615384,9.081025641025642
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2754,90,2,Night,5,Weekday,Optimization Route,1836.0,30.6
Air India,Delhi,Cochin,Delhi → Cochin,1,8372,555,10,Morning,6,Weekday,Optimization Route,905.081081081081,15.084684684684685
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,1235,16,Afternoon,6,Weekday,Optimization Route,498.5587044534413,8.309311740890688
Air India,Chennai,Kolkata,Chennai → Kolkata,0,10810,135,11,Morning,3,Weekend,Optimization Route,4804.444444444444,80.07407407407408
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3540,145,5,Morning,6,Weekend,Optimization Route,1464.8275862068965,24.413793103448278
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,8016,185,18,Evening,6,Weekday,Optimization Route,2599.7837837837837,43.32972972972973
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,6860,170,10,Morning,3,Weekend,Optimization Route,2421.176470588235,40.35294117647059
Air Asia,Delhi,Cochin,Delhi → Cochin,1,6451,340,16,Afternoon,4,Weekend,Optimization Route,1138.4117647058824,18.973529411764705
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13067,1120,20,Evening,5,Weekday,Optimization Route,700.0178571428571,11.666964285714286
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,11467,1500,17,Evening,5,Weekday,Optimization Route,458.68,7.644666666666667
Air India,Kolkata,Banglore,Kolkata → Banglore,1,10203,795,10,Morning,5,Weekday,Optimization Route,770.0377358490566,12.833962264150943
Air Asia,Kolkata,Banglore,Kolkata → Banglore,0,4082,150,22,Night,3,Weekday,Optimization Route,1632.8,27.213333333333335
Air India,Delhi,Cochin,Delhi → Cochin,2,13276,500,10,Morning,5,Weekday,Premium Route,1593.1200000000001,26.552
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,2,23001,420,8,Morning,3,Weekend,Premium Route,3285.8571428571427,54.76428571428571
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,1550,18,Evening,6,Weekday,Optimization Route,419.76774193548385,6.9961290322580645
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4990,175,18,Evening,6,Weekday,Optimization Route,1710.857142857143,28.514285714285716
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,10037,550,5,Morning,3,Weekend,Optimization Route,1094.9454545454546,18.24909090909091
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14388,520,20,Evening,5,Weekday,Optimization Route,1660.1538461538462,27.66923076923077
Air India,Delhi,Cochin,Delhi → Cochin,2,12287,1305,21,Night,3,Weekend,Optimization Route,564.919540229885,9.415325670498085
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,400,14,Afternoon,6,Weekday,Optimization Route,1626.6,27.11
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4995,90,10,Morning,5,Weekday,Optimization Route,3330.0,55.5
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,9794,440,11,Morning,5,Weekday,Optimization Route,1335.5454545454545,22.259090909090908
IndiGo,Kolkata,Banglore,Kolkata → Banglore,1,4226,240,6,Morning,6,Weekday,Optimization Route,1056.5,17.608333333333334
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7318,845,11,Morning,3,Weekday,Optimization Route,519.6213017751479,8.6603550295858
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,8529,735,20,Evening,6,Weekday,Optimization Route,696.2448979591836,11.604081632653061
Air India,Kolkata,Banglore,Kolkata → Banglore,2,9416,1830,12,Afternoon,6,Weekday,Optimization Route,308.72131147540983,5.14535519125683
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,11507,1620,9,Morning,6,Weekday,Optimization Route,426.18518518518516,7.103086419753087
Air India,Kolkata,Banglore,Kolkata → Banglore,2,9920,970,16,Afternoon,4,Weekday,Optimization Route,613.6082474226804,10.22680412371134
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7038,540,7,Morning,5,Weekend,Optimization Route,782.0,13.033333333333333
GoAir,Delhi,Cochin,Delhi → Cochin,1,4959,355,7,Morning,6,Weekday,Optimization Route,838.1408450704225,13.969014084507043
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,5678,85,7,Morning,6,Weekend,Optimization Route,4008.0,66.8
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,180,8,Morning,6,Weekend,Optimization Route,2409.6666666666665,40.16111111111111
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,7064,425,16,Afternoon,4,Weekday,Optimization Route,997.2705882352941,16.621176470588235
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4823,170,8,Morning,4,Weekend,Optimization Route,1702.235294117647,28.370588235294118
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14571,365,16,Afternoon,5,Weekday,Premium Route,2395.2328767123286,39.92054794520548
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4148,165,9,Morning,3,Weekday,Optimization Route,1508.3636363636363,25.13939393939394
Air India,Kolkata,Banglore,Kolkata → Banglore,2,13873,920,10,Morning,5,Weekday,Optimization Route,904.7608695652174,15.079347826086957
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,1415,13,Afternoon,6,Weekday,Optimization Route,435.1378091872792,7.252296819787986
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,6645,830,11,Morning,4,Weekday,Optimization Route,480.3614457831325,8.006024096385541
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,155,17,Evening,5,Weekday,Optimization Route,1859.6129032258066,30.993548387096773
IndiGo,Banglore,New Delhi,Banglore → New Delhi,1,5746,245,11,Morning,3,Weekend,Optimization Route,1407.1836734693877,23.453061224489797
GoAir,Delhi,Cochin,Delhi → Cochin,1,5199,460,5,Morning,6,Weekend,Optimization Route,678.1304347826087,11.302173913043479
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,4332,140,19,Evening,3,Weekday,Optimization Route,1856.5714285714287,30.942857142857143
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6416,575,11,Morning,6,Weekend,Optimization Route,669.4956521739131,11.158260869565217
Air India,Banglore,New Delhi,Banglore → New Delhi,2,12935,575,6,Morning,3,Weekday,Optimization Route,1349.7391304347825,22.495652173913044
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,7832,685,8,Morning,3,Weekday,Optimization Route,686.014598540146,11.433576642335767
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,8586,730,16,Afternoon,5,Weekday,Optimization Route,705.6986301369863,11.761643835616438
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,5769,175,15,Afternoon,6,Weekday,Optimization Route,1977.942857142857,32.965714285714284
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,8040,90,10,Morning,5,Weekday,Optimization Route,5360.0,89.33333333333333
Vistara,Delhi,Cochin,Delhi → Cochin,0,12411,190,6,Morning,3,Weekday,Premium Route,3919.2631578947367,65.32105263157895
Air India,Kolkata,Banglore,Kolkata → Banglore,1,8366,745,9,Morning,6,Weekend,Optimization Route,673.771812080537,11.229530201342282
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7354,705,7,Morning,6,Weekday,Optimization Route,625.8723404255319,10.431205673758866
Air India,Banglore,New Delhi,Banglore → New Delhi,2,13576,665,11,Morning,3,Weekday,Optimization Route,1224.9022556390978,20.415037593984962
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,11622,585,9,Morning,6,Weekday,Optimization Route,1192.0,19.866666666666667
Air India,Kolkata,Banglore,Kolkata → Banglore,2,12723,1045,5,Morning,6,Weekday,Optimization Route,730.5071770334928,12.17511961722488
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13759,900,8,Morning,3,Weekend,Optimization Route,917.2666666666667,15.287777777777778
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6412,380,16,Afternoon,5,Weekday,Optimization Route,1012.421052631579,16.873684210526317
IndiGo,Delhi,Cochin,Delhi → Cochin,2,6494,765,8,Morning,3,Weekday,Optimization Route,509.3333333333333,8.488888888888889
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,5678,90,15,Afternoon,3,Weekend,Optimization Route,3785.3333333333335,63.08888888888889
Air India,Kolkata,Banglore,Kolkata → Banglore,1,8891,1545,9,Morning,5,Weekend,Optimization Route,345.28155339805824,5.754692556634304
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,17024,1260,21,Night,3,Weekend,Optimization Route,810.6666666666666,13.511111111111111
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,10368,560,9,Morning,6,Weekday,Optimization Route,1110.857142857143,18.514285714285716
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14571,1335,20,Evening,6,Weekend,Optimization Route,654.876404494382,10.914606741573033
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,7832,495,7,Morning,3,Weekday,Optimization Route,949.3333333333334,15.822222222222223
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14151,750,9,Morning,5,Weekday,Optimization Route,1132.08,18.868
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7154,510,10,Morning,3,Weekday,Optimization Route,841.6470588235294,14.027450980392157
Air Asia,Kolkata,Banglore,Kolkata → Banglore,1,5192,710,7,Morning,4,Weekday,Discount Route,438.76056338028167,7.312676056338028
Multiple carriers,Delhi,Cochin,Delhi → Cochin,2,21483,630,15,Afternoon,3,Weekday,Optimization Route,2046.0,34.1
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,6812,730,16,Afternoon,6,Weekday,Optimization Route,559.8904109589041,9.331506849315069
IndiGo,Banglore,New Delhi,Banglore → New Delhi,1,13292,300,19,Evening,3,Weekend,Premium Route,2658.4,44.306666666666665
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4174,155,22,Night,4,Weekday,Optimization Route,1615.741935483871,26.929032258064517
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,11150,1045,19,Evening,6,Weekday,Optimization Route,640.1913875598086,10.669856459330143
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5912,310,17,Evening,4,Weekday,Optimization Route,1144.258064516129,19.070967741935483
Air India,Delhi,Cochin,Delhi → Cochin,1,8907,570,13,Afternoon,6,Weekday,Optimization Route,937.578947368421,15.626315789473685
Air India,Banglore,New Delhi,Banglore → New Delhi,1,8767,640,17,Evening,3,Weekend,Optimization Route,821.90625,13.6984375
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12242,520,19,Evening,3,Weekday,Optimization Route,1412.5384615384614,23.54230769230769
Air India,Kolkata,Banglore,Kolkata → Banglore,1,6327,580,19,Evening,5,Weekday,Optimization Route,654.5172413793103,10.908620689655173
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3543,135,9,Morning,5,Weekday,Optimization Route,1574.6666666666667,26.244444444444444
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,15058,675,8,Morning,6,Weekday,Optimization Route,1338.4888888888888,22.30814814814815
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,11087,1410,18,Evening,3,Weekday,Optimization Route,471.78723404255317,7.863120567375886
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13941,520,20,Evening,5,Weekday,Optimization Route,1608.576923076923,26.809615384615384
SpiceJet,Delhi,Cochin,Delhi → Cochin,1,7317,380,15,Afternoon,6,Weekend,Optimization Route,1155.3157894736842,19.25526315789474
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9663,775,21,Night,5,Weekday,Optimization Route,748.1032258064516,12.468387096774194
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5065,300,16,Afternoon,4,Weekday,Optimization Route,1013.0,16.883333333333333
Air India,Delhi,Cochin,Delhi → Cochin,1,8907,795,9,Morning,6,Weekday,Optimization Route,672.2264150943396,11.20377358490566
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,4148,150,9,Morning,3,Weekday,Optimization Route,1659.2,27.653333333333332
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,13587,420,14,Afternoon,6,Weekend,Premium Route,1941.0,32.35
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,395,21,Night,6,Weekday,Optimization Route,1558.7848101265822,25.979746835443038
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,12284,1090,14,Afternoon,3,Weekday,Optimization Route,676.183486238532,11.269724770642203
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14781,1285,18,Evening,5,Weekday,Optimization Route,690.1634241245137,11.50272373540856
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9663,1495,8,Morning,5,Weekend,Optimization Route,387.81270903010034,6.463545150501672
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,19685,170,13,Afternoon,3,Weekday,Premium Route,6947.64705882353,115.79411764705883
Air India,Kolkata,Banglore,Kolkata → Banglore,1,10203,795,10,Morning,5,Weekend,Optimization Route,770.0377358490566,12.833962264150943
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13941,1330,6,Morning,5,Weekday,Optimization Route,628.9172932330827,10.481954887218045
Air India,Banglore,New Delhi,Banglore → New Delhi,0,25703,165,21,Night,3,Weekday,Premium Route,9346.545454545454,155.77575757575758
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,865,14,Afternoon,6,Weekend,Optimization Route,711.8150289017341,11.863583815028901
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3543,140,17,Evening,5,Weekday,Optimization Route,1518.4285714285716,25.307142857142857
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3841,150,14,Afternoon,4,Weekend,Optimization Route,1536.4,25.606666666666666
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,15554,450,11,Morning,5,Weekend,Premium Route,2073.866666666667,34.56444444444445
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,345,14,Afternoon,5,Weekday,Optimization Route,1885.9130434782608,31.431884057971015
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,12692,1285,17,Evening,6,Weekday,Optimization Route,592.6225680933852,9.87704280155642
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,3210,90,19,Evening,6,Weekend,Optimization Route,2140.0,35.666666666666664
Air India,Delhi,Cochin,Delhi → Cochin,2,9601,435,12,Afternoon,5,Weekday,Optimization Route,1324.2758620689656,22.07126436781609
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,13377,750,13,Afternoon,6,Weekend,Optimization Route,1070.16,17.836
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,11134,1395,18,Evening,3,Weekend,Optimization Route,478.8817204301075,7.981362007168459
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,8055,725,8,Morning,3,Weekday,Optimization Route,666.6206896551724,11.110344827586207
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12242,655,17,Evening,3,Weekday,Optimization Route,1121.4045801526718,18.690076335877862
Air India,Banglore,New Delhi,Banglore → New Delhi,1,8425,1520,22,Night,3,Weekend,Optimization Route,332.5657894736842,5.542763157894737
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2753,90,5,Morning,6,Weekend,Optimization Route,1835.3333333333333,30.58888888888889
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,3311,175,21,Night,5,Weekday,Optimization Route,1135.2,18.92
IndiGo,Kolkata,Banglore,Kolkata → Banglore,1,4226,240,6,Morning,6,Weekday,Optimization Route,1056.5,17.608333333333334
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,26890,1210,8,Morning,3,Weekday,Optimization Route,1333.388429752066,22.223140495867767
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,12524,780,6,Morning,6,Weekday,Optimization Route,963.3846153846154,16.056410256410256
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3847,150,17,Evening,3,Weekday,Optimization Route,1538.8,25.64666666666667
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,12681,425,16,Afternoon,4,Weekday,Premium Route,1790.2588235294118,29.837647058823528
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13882,1140,9,Morning,6,Weekday,Optimization Route,730.6315789473684,12.177192982456141
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,740,8,Morning,6,Weekday,Optimization Route,879.2432432432432,14.654054054054054
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,12547,650,21,Night,3,Weekday,Optimization Route,1158.1846153846154,19.303076923076922
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14178,585,18,Evening,6,Weekend,Optimization Route,1454.1538461538462,24.235897435897435
IndiGo,Delhi,Cochin,Delhi → Cochin,1,14871,575,16,Afternoon,3,Weekend,Optimization Route,1551.7565217391304,25.862608695652174
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,15078,780,8,Morning,3,Weekday,Optimization Route,1159.8461538461538,19.33076923076923
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,160,21,Night,5,Weekday,Optimization Route,1801.5,30.025
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3873,150,17,Evening,5,Weekday,Optimization Route,1549.2,25.82
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3841,150,17,Evening,6,Weekday,Optimization Route,1536.4,25.606666666666666
GoAir,Delhi,Cochin,Delhi → Cochin,1,5457,355,7,Morning,6,Weekend,Optimization Route,922.3098591549295,15.371830985915492
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14781,510,14,Afternoon,5,Weekend,Optimization Route,1738.9411764705883,28.98235294117647
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,15764,1260,21,Night,3,Weekend,Optimization Route,750.6666666666666,12.511111111111111
Vistara,Banglore,Delhi,Banglore → Delhi,0,4668,170,9,Morning,6,Weekday,Optimization Route,1647.5294117647059,27.458823529411763
Jet Airways,Delhi,Cochin,Delhi → Cochin,0,9564,195,11,Morning,6,Weekday,Optimization Route,2942.769230769231,49.04615384615385
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7191,860,6,Morning,5,Weekday,Optimization Route,501.69767441860466,8.361627906976745
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,15764,520,19,Evening,3,Weekday,Optimization Route,1818.923076923077,30.315384615384616
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14388,1315,14,Afternoon,5,Weekday,Optimization Route,656.4866920152091,10.941444866920152
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,6540,520,19,Evening,3,Weekday,Optimization Route,754.6153846153846,12.576923076923077
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,3625,170,9,Morning,6,Weekday,Optimization Route,1279.4117647058824,21.323529411764707
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,8266,705,7,Morning,5,Weekday,Optimization Route,703.4893617021277,11.724822695035462
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,1,10944,435,11,Morning,5,Weekend,Optimization Route,1509.5172413793102,25.158620689655173
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5073,300,16,Afternoon,3,Weekday,Optimization Route,1014.6,16.91
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,9134,400,5,Morning,3,Weekday,Optimization Route,1370.1,22.835
Vistara,Kolkata,Banglore,Kolkata → Banglore,1,8085,1440,20,Evening,6,Weekday,Optimization Route,336.875,5.614583333333333
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,22270,325,7,Morning,3,Weekday,Premium Route,4111.384615384615,68.52307692307693
Air India,Kolkata,Banglore,Kolkata → Banglore,2,9836,1620,7,Morning,4,Weekday,Optimization Route,364.2962962962963,6.071604938271605
IndiGo,Delhi,Cochin,Delhi → Cochin,1,14871,420,18,Evening,3,Weekend,Premium Route,2124.4285714285716,35.40714285714286
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,2,23528,605,6,Morning,3,Weekday,Optimization Route,2333.3553719008264,38.889256198347105
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,8016,180,7,Morning,6,Weekday,Optimization Route,2672.0,44.53333333333333
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,12284,550,7,Morning,3,Weekday,Optimization Route,1340.0727272727272,22.334545454545456
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7005,900,6,Morning,6,Weekday,Optimization Route,467.0,7.783333333333333
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,155,11,Morning,6,Weekday,Optimization Route,1859.6129032258066,30.993548387096773
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6827,300,5,Morning,3,Weekday,Optimization Route,1365.4,22.756666666666668
Air India,Mumbai,Hyderabad,Mumbai → Hyderabad,0,3100,80,6,Morning,5,Weekend,Optimization Route,2325.0,38.75
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2759,90,19,Evening,3,Weekday,Optimization Route,1839.3333333333333,30.655555555555555
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13067,1480,20,Evening,5,Weekday,Optimization Route,529.7432432432432,8.829054054054055
GoAir,Banglore,Delhi,Banglore → Delhi,0,3898,165,20,Evening,4,Weekday,Optimization Route,1417.4545454545455,23.624242424242425
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,10368,1125,9,Morning,6,Weekday,Optimization Route,552.96,9.216
SpiceJet,Banglore,New Delhi,Banglore → New Delhi,0,4273,170,5,Morning,3,Weekday,Optimization Route,1508.1176470588236,25.13529411764706
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,3311,160,5,Morning,5,Weekday,Optimization Route,1241.625,20.69375
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,15136,720,9,Morning,3,Weekday,Optimization Route,1261.3333333333333,21.022222222222222
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,6601,665,7,Morning,4,Weekday,Optimization Route,595.578947368421,9.926315789473684
Vistara,Kolkata,Banglore,Kolkata → Banglore,1,8452,1580,20,Evening,5,Weekday,Optimization Route,320.9620253164557,5.349367088607595
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9314,1285,17,Evening,5,Weekday,Optimization Route,434.89494163424126,7.248249027237354
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6386,345,2,Night,6,Weekend,Optimization Route,1110.608695652174,18.51014492753623
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,13377,840,11,Morning,6,Weekday,Optimization Route,955.5,15.925
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,5678,90,2,Night,3,Weekend,Optimization Route,3785.3333333333335,63.08888888888889
Air Asia,Banglore,Delhi,Banglore → Delhi,0,4483,170,23,Night,5,Weekend,Optimization Route,1582.235294117647,26.370588235294118
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12898,1355,14,Afternoon,5,Weekday,Optimization Route,571.1291512915129,9.518819188191882
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,7648,175,7,Morning,3,Weekend,Optimization Route,2622.1714285714284,43.70285714285714
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14571,1025,6,Morning,6,Weekend,Optimization Route,852.9365853658537,14.21560975609756
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4049,90,6,Morning,6,Weekday,Optimization Route,2699.3333333333335,44.98888888888889
Air India,Banglore,New Delhi,Banglore → New Delhi,2,11728,875,8,Morning,3,Weekday,Optimization Route,804.2057142857143,13.403428571428572
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3873,155,6,Morning,4,Weekday,Optimization Route,1499.225806451613,24.98709677419355
Air India,Delhi,Cochin,Delhi → Cochin,1,7480,765,20,Evening,5,Weekday,Optimization Route,586.6666666666666,9.777777777777779
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,8541,180,19,Evening,6,Weekday,Optimization Route,2847.0,47.45
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,31825,755,22,Night,3,Weekday,Optimization Route,2529.139072847682,42.152317880794705
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3597,140,14,Afternoon,6,Weekend,Optimization Route,1541.5714285714287,25.692857142857143
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,13817,1070,21,Night,3,Weekday,Optimization Route,774.785046728972,12.913084112149532
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14571,740,8,Morning,5,Weekday,Optimization Route,1181.4324324324325,19.69054054054054
Air Asia,Delhi,Cochin,Delhi → Cochin,1,6853,865,16,Afternoon,6,Weekend,Optimization Route,475.35260115606934,7.922543352601156
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,3573,170,9,Morning,5,Weekday,Optimization Route,1261.0588235294117,21.01764705882353
Vistara,Kolkata,Banglore,Kolkata → Banglore,1,9345,1550,17,Evening,5,Weekday,Optimization Route,361.741935483871,6.029032258064516
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,13797,780,8,Morning,6,Weekday,Optimization Route,1061.3076923076924,17.68846153846154
Air India,Banglore,New Delhi,Banglore → New Delhi,3,12358,1355,12,Afternoon,3,Weekend,Optimization Route,547.2177121771218,9.120295202952029
